name,category_ref,department_slug,main_category,category_level1,category_level2,category_level3,count,depth
Barrel Bags,barrel-bags-25576,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Barrel Bags,16,3
Credit Card Wallets,credit-card-wallets-25606,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Credit Card Wallets,713,3
Bi Fold Wallets,bi-fold-wallets-25602,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Bi Fold Wallets,535,3
Slim Wallets,slim-wallets-25609,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Slim Wallets,186,3
Money Pouches,money-pouches-25608,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Money Pouches,129,3
Coin Wallets,coin-wallets-25605,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Coin Wallets,73,3
Money Clip Wallets,money-clip-wallets-25607,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Money Clip Wallets,39,3
Business Card Wallets,business-card-wallets-25604,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Business Card Wallets,25,3
Breast Pocket Wallets,breast-pocket-wallets-25603,luggage-travel,Luggage & Travel,Handbags & Wallets,Wallets,Breast Pocket Wallets,7,3
Credit Card Holders,credit-card-holders-25600,luggage-travel,Luggage & Travel,Handbags & Wallets,Travel Wallets,Credit Card Holders,698,3
Waist Bags,waist-bags-25597,luggage-travel,Luggage & Travel,Handbags & Wallets,Travel Wallets,Waist Bags,259,3
Key Holders,key-holders-28773,luggage-travel,Luggage & Travel,Handbags & Wallets,Travel Wallets,Key Holders,208,3
Passport Holders,passport-holders-25599,luggage-travel,Luggage & Travel,Handbags & Wallets,Travel Wallets,Passport Holders,159,3
Money Pouches,money-pouches-25598,luggage-travel,Luggage & Travel,Handbags & Wallets,Travel Wallets,Money Pouches,129,3
Travel ID Holders,travel-id-holders-28772,luggage-travel,Luggage & Travel,Handbags & Wallets,Travel Wallets,Travel ID Holders,45,3
Money Bags,money-bags-28771,luggage-travel,Luggage & Travel,Handbags & Wallets,Travel Wallets,Money Bags,33,3
Clutch Purses,clutch-purses-25591,luggage-travel,Luggage & Travel,Handbags & Wallets,Purses,Clutch Purses,213,3
Zip Around Purses,zip-around-purses-25595,luggage-travel,Luggage & Travel,Handbags & Wallets,Purses,Zip Around Purses,212,3
Bi Fold Purses,bi-fold-purses-25592,luggage-travel,Luggage & Travel,Handbags & Wallets,Purses,Bi Fold Purses,135,3
Tri Fold Purses,tri-fold-purses-25593,luggage-travel,Luggage & Travel,Handbags & Wallets,Purses,Tri Fold Purses,131,3
Slim Purses,slim-purses-25594,luggage-travel,Luggage & Travel,Handbags & Wallets,Purses,Slim Purses,55,3
Key Rings,key-rings-25550,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Key Rings,736,3
Fans,fans-25547,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Fans,517,3
Car Accessories,car-accessories-25545,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Car Accessories,130,3
Cooler Bags,cooler-bags-25546,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Cooler Bags,105,3
Shopping Trolleys,shopping-trolleys-25553,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Shopping Trolleys,57,3
Picnic & Braai Accessories,picnic-and-braai-accessories-25552,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Picnic & Braai Accessories,43,3
Tool Kits,tool-kits-25555,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Tool Kits,43,3
Strap Pouches,strap-pouches-25554,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Strap Pouches,40,3
Towels,towels-25556,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Towels,36,3
Kids Accessories,kids-accessories-25551,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Kids Accessories,17,3
First Aid Kits,first-aid-kits-25548,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,First Aid Kits,16,3
Games,games-25549,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Games,9,3
Boot Organisers,boot-organisers-25544,luggage-travel,Luggage & Travel,Travel Accessories,Road Travel,Boot Organisers,6,3
Travel Bottles & Containers,travel-bottles-and-containers-25569,luggage-travel,Luggage & Travel,Travel Accessories,Toiletry & Cosmetic Bags,Travel Bottles & Containers,375,3
Toiletry Bags,toiletry-bags-25567,luggage-travel,Luggage & Travel,Travel Accessories,Toiletry & Cosmetic Bags,Toiletry Bags,330,3
Cosmetic Bags,cosmetic-bags-25568,luggage-travel,Luggage & Travel,Travel Accessories,Toiletry & Cosmetic Bags,Cosmetic Bags,279,3
Toiletry Accessories,toiletry-accessories-25571,luggage-travel,Luggage & Travel,Travel Accessories,Toiletry & Cosmetic Bags,Toiletry Accessories,38,3
Medical Accessories,medical-accessories-25572,luggage-travel,Luggage & Travel,Travel Accessories,Toiletry & Cosmetic Bags,Medical Accessories,13,3
Nail Kits,nail-kits-25570,luggage-travel,Luggage & Travel,Travel Accessories,Toiletry & Cosmetic Bags,Nail Kits,4,3
Luggage Tags,luggage-tags-25528,luggage-travel,Luggage & Travel,Travel Accessories,Luggage Accessories,Luggage Tags,204,3
Straps & Connectors,straps-and-connectors-25530,luggage-travel,Luggage & Travel,Travel Accessories,Luggage Accessories,Straps & Connectors,194,3
Scales,scales-25529,luggage-travel,Luggage & Travel,Travel Accessories,Luggage Accessories,Scales,147,3
Bag Protectors,bag-protectors-25526,luggage-travel,Luggage & Travel,Travel Accessories,Luggage Accessories,Bag Protectors,108,3
Locks,locks-25527,luggage-travel,Luggage & Travel,Travel Accessories,Luggage Accessories,Locks,108,3
Trolleys,trolleys-25531,luggage-travel,Luggage & Travel,Travel Accessories,Luggage Accessories,Trolleys,87,3
Replacement Parts,replacement-parts-33810,luggage-travel,Luggage & Travel,Travel Accessories,Luggage Accessories,Replacement Parts,15,3
Pillows,pillows-25561,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Pillows,350,3
Sleep Masks,sleep-masks-25563,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Sleep Masks,226,3
Ear Plugs,ear-plugs-25558,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Ear Plugs,120,3
Neck Pouches,neck-pouches-25560,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Neck Pouches,71,3
Slippers,slippers-25564,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Slippers,27,3
Travel Blankets,travel-blankets-25565,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Travel Blankets,16,3
Flight Socks,flight-socks-25559,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Flight Socks,12,3
Reading Accessories,reading-accessories-25562,luggage-travel,Luggage & Travel,Travel Accessories,Sleep Comfort,Reading Accessories,8,3
Umbrellas,umbrellas-25541,luggage-travel,Luggage & Travel,Travel Accessories,Rain Gear,Umbrellas,188,3
Ponchos,ponchos-25539,luggage-travel,Luggage & Travel,Travel Accessories,Rain Gear,Ponchos,29,3
Raincoats,raincoats-25540,luggage-travel,Luggage & Travel,Travel Accessories,Rain Gear,Raincoats,20,3
Waterproof Covers,waterproof-covers-25542,luggage-travel,Luggage & Travel,Travel Accessories,Rain Gear,Waterproof Covers,16,3
Packing Organisers,packing-organisers-25612,luggage-travel,Luggage & Travel,Travel Accessories,Packing Organisers,Packing Organisers,570,3
Sewing Kits,sewing-kits-25536,luggage-travel,Luggage & Travel,Travel Accessories,Packing Organisers,Sewing Kits,137,3
Travel Fold Up Bags & Packs,travel-fold-up-bags-and-packs-25534,luggage-travel,Luggage & Travel,Travel Accessories,Packing Organisers,Travel Fold Up Bags & Packs,104,3
Shoe Bags,shoe-bags-25535,luggage-travel,Luggage & Travel,Travel Accessories,Packing Organisers,Shoe Bags,73,3
Wash Bags,wash-bags-25533,luggage-travel,Luggage & Travel,Travel Accessories,Packing Organisers,Wash Bags,32,3
Drawstring Bags,drawstring-bags-25537,luggage-travel,Luggage & Travel,Travel Accessories,Packing Organisers,Drawstring Bags,12,3
Connectors,connectors-25523,luggage-travel,Luggage & Travel,Travel Accessories,Adapters,Connectors,45,3
Plugs,plugs-25524,luggage-travel,Luggage & Travel,Travel Accessories,Adapters,Plugs,41,3
Backpacks,backpacks-25610,luggage-travel,Luggage & Travel,Backpacks & Duffels,Backpacks,Backpacks,4310,3
Student Backpacks,student-backpacks-25499,luggage-travel,Luggage & Travel,Backpacks & Duffels,Backpacks,Student Backpacks,661,3
School Backpacks,school-backpacks-25498,luggage-travel,Luggage & Travel,Backpacks & Duffels,Backpacks,School Backpacks,625,3
Tech Backpacks,tech-backpacks-25500,luggage-travel,Luggage & Travel,Backpacks & Duffels,Backpacks,Tech Backpacks,533,3
Kids Backpacks,kids-backpacks-25497,luggage-travel,Luggage & Travel,Backpacks & Duffels,Backpacks,Kids Backpacks,299,3
Sports & Outdoor Backpacks,sports-and-outdoor-backpacks-25501,luggage-travel,Luggage & Travel,Backpacks & Duffels,Backpacks,Sports & Outdoor Backpacks,252,3
Anti-Theft Backpacks,anti-theft-backpacks-25502,luggage-travel,Luggage & Travel,Backpacks & Duffels,Backpacks,Anti-Theft Backpacks,91,3
Travel Duffels,travel-duffels-25505,luggage-travel,Luggage & Travel,Backpacks & Duffels,Duffels,Travel Duffels,822,3
Outdoor Sports Duffels,outdoor-sports-duffels-25506,luggage-travel,Luggage & Travel,Backpacks & Duffels,Duffels,Outdoor Sports Duffels,141,3
Laptop Bags,laptop-bags-25611,luggage-travel,Luggage & Travel,Business & Laptop Bags,Laptop Bags,Laptop Bags,1083,3
Backpacks,backpacks-25514,luggage-travel,Luggage & Travel,Business & Laptop Bags,Laptop Bags,Backpacks,496,3
Laptop Sleeves,laptop-sleeves-25518,luggage-travel,Luggage & Travel,Business & Laptop Bags,Laptop Bags,Laptop Sleeves,115,3
Women's Laptop Bags,womens-laptop-bags-25517,luggage-travel,Luggage & Travel,Business & Laptop Bags,Laptop Bags,Women's Laptop Bags,89,3
Briefcases,briefcases-25515,luggage-travel,Luggage & Travel,Business & Laptop Bags,Laptop Bags,Briefcases,49,3
Roller Cases,roller-cases-25516,luggage-travel,Luggage & Travel,Business & Laptop Bags,Laptop Bags,Roller Cases,17,3
Messenger Bags,messenger-bags-25511,luggage-travel,Luggage & Travel,Business & Laptop Bags,Business Bags,Messenger Bags,299,3
Briefcases,briefcases-25509,luggage-travel,Luggage & Travel,Business & Laptop Bags,Business Bags,Briefcases,195,3
Overnight Bags,overnight-bags-25512,luggage-travel,Luggage & Travel,Business & Laptop Bags,Business Bags,Overnight Bags,48,3
Conference Bags,conference-bags-25510,luggage-travel,Luggage & Travel,Business & Laptop Bags,Business Bags,Conference Bags,11,3
Beds & Blankets,beds-and-blankets-26670,pets,Pets,Equipment & Accessories,Beds & Blankets,,1386,2
Accessories,accessories-26675,pets,Pets,Equipment & Accessories,Accessories,,799,2
Filtration & Purification,filtration-purification-29237,pets,Pets,Equipment & Accessories,Filtration & Purification,,156,2
Water Pumps,water-pumps-29240,pets,Pets,Equipment & Accessories,Water Pumps,,136,2
Containment,containment-26686,pets,Pets,Equipment & Accessories,Containment,,135,2
Lights,lights-29233,pets,Pets,Equipment & Accessories,Lights,,131,2
DIY Products & Tools,diy-products-and-tools-31841,pets,Pets,Equipment & Accessories,DIY Products & Tools,,116,2
Pet Incubators,pet-incubators-33855,pets,Pets,Equipment & Accessories,Pet Incubators,,113,2
Cleaning Equipment,cleaning-equipment-29241,pets,Pets,Equipment & Accessories,Cleaning Equipment,,102,2
Air Pumps,air-pumps-29238,pets,Pets,Equipment & Accessories,Air Pumps,,91,2
Ornaments,ornaments-29236,pets,Pets,Equipment & Accessories,Ornaments,,70,2
Thermometers,thermometers-29235,pets,Pets,Equipment & Accessories,Thermometers,,46,2
Kennels,kennels-28788,pets,Pets,Equipment & Accessories,Kennels,,41,2
Parts,parts-29239,pets,Pets,Equipment & Accessories,Parts,,34,2
Air Stores,air-stores-29231,pets,Pets,Equipment & Accessories,Air Stores,,19,2
Nets,nets-29234,pets,Pets,Equipment & Accessories,Nets,,18,2
Decorative Urns,decorative-urns-33541,pets,Pets,Equipment & Accessories,Decorative Urns,,18,2
Tubing,tubing-29232,pets,Pets,Equipment & Accessories,Tubing,,1,2
Behaviour & Training,behaviour-and-training-26765,pets,Pets,Pet Care Supplies,Behaviour & Training,,531,2
Paw Care,paw-care-26766,pets,Pets,Pet Care Supplies,Paw Care,,40,2
Ear Care,ear-care-26748,pets,Pets,Pet Care Supplies,Ear Care,,37,2
Digestive & Urinary Health,digestive-and-urinary-health-26747,pets,Pets,Pet Care Supplies,Digestive & Urinary Health,,35,2
Eye Care,eye-care-28790,pets,Pets,Pet Care Supplies,Eye Care,,26,2
Tick & Flea,tick-and-flea-28791,pets,Pets,Pet Care Supplies,Tick & Flea,,2,2
Pet Clothing,pet-clothing-26725,pets,Pets,Clothing,Pet Clothing,,614,2
Novelty Clothing,novelty-clothing-26726,pets,Pets,Clothing,Novelty Clothing,,101,2
Wet Food,wet-food-26729,pets,Pets,Food & Treats,Wet Food,,351,2
Meal Enhancers,meal-enhancers-28789,pets,Pets,Food & Treats,Meal Enhancers,,40,2
Interactive Toys,interactive-toys-26717,pets,Pets,Equipment & Accessories,Toys & Scratchers,Interactive Toys,1042,3
Chew Toys,chew-toys-26720,pets,Pets,Equipment & Accessories,Toys & Scratchers,Chew Toys,673,3
Scratchers,scratchers-26721,pets,Pets,Equipment & Accessories,Toys & Scratchers,Scratchers,446,3
Plush Toys,plush-toys-26722,pets,Pets,Equipment & Accessories,Toys & Scratchers,Plush Toys,375,3
Balls,balls-26716,pets,Pets,Equipment & Accessories,Toys & Scratchers,Balls,343,3
Rope Toys,rope-toys-26719,pets,Pets,Equipment & Accessories,Toys & Scratchers,Rope Toys,253,3
Wood Toys,wood-toys-26723,pets,Pets,Equipment & Accessories,Toys & Scratchers,Wood Toys,83,3
Leather Toys,leather-toys-26718,pets,Pets,Equipment & Accessories,Toys & Scratchers,Leather Toys,7,3
Tick & Flea,tick-and-flea-26774,pets,Pets,Vet Store,Tick & Flea,,259,2
Feeders,feeders-28786,pets,Pets,Equipment & Accessories,Feeders & Bowls,Feeders,686,3
Bowls,bowls-26696,pets,Pets,Equipment & Accessories,Feeders & Bowls,Bowls,672,3
Fountains,fountains-26694,pets,Pets,Equipment & Accessories,Feeders & Bowls,Fountains,224,3
Automatic Feeders,automatic-feeders-26691,pets,Pets,Equipment & Accessories,Feeders & Bowls,Automatic Feeders,223,3
Feeding Mats,feeding-mats-26697,pets,Pets,Equipment & Accessories,Feeders & Bowls,Feeding Mats,218,3
Slow Feed Bowls,slow-feed-bowls-26698,pets,Pets,Equipment & Accessories,Feeders & Bowls,Slow Feed Bowls,161,3
Automatic Waterers,automatic-waterers-26692,pets,Pets,Equipment & Accessories,Feeders & Bowls,Automatic Waterers,157,3
Waterers,waterers-26695,pets,Pets,Equipment & Accessories,Feeders & Bowls,Waterers,136,3
Cleaning Kits,cleaning-kits-26693,pets,Pets,Equipment & Accessories,Feeders & Bowls,Cleaning Kits,16,3
Collars,collars-26677,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Collars,790,3
Leads,leads-26682,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Leads,631,3
Harnesses,harnesses-26679,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Harnesses,438,3
Muzzles,muzzles-26685,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Muzzles,73,3
Seat Belts,seat-belts-26680,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Seat Belts,65,3
Reflective Collars,reflective-collars-26684,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Reflective Collars,40,3
Collar Lights,collar-lights-26678,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Collar Lights,11,3
Puppy Gear,puppy-gear-26683,pets,Pets,Equipment & Accessories,"Collars, Harnesses & Leads",Puppy Gear,5,3
Carriers,carriers-26674,pets,Pets,Equipment & Accessories,"Cages, Carriers & Aquariums",Carriers,525,3
Aquariums,aquariums-26672,pets,Pets,Equipment & Accessories,"Cages, Carriers & Aquariums",Aquariums,358,3
Cages,cages-26673,pets,Pets,Equipment & Accessories,"Cages, Carriers & Aquariums",Cages,326,3
Nail Clippers,nail-clippers-26704,pets,Pets,Equipment & Accessories,Grooming,Nail Clippers,202,3
Nail Files,nail-files-26705,pets,Pets,Equipment & Accessories,Grooming,Nail Files,197,3
Electric Clippers & Blades,electric-clippers-and-blades-26702,pets,Pets,Equipment & Accessories,Grooming,Electric Clippers & Blades,178,3
Grooming Kits,grooming-kits-26703,pets,Pets,Equipment & Accessories,Grooming,Grooming Kits,106,3
Scissors,scissors-26706,pets,Pets,Equipment & Accessories,Grooming,Scissors,43,3
Stripping Knives,stripping-knives-26707,pets,Pets,Equipment & Accessories,Grooming,Stripping Knives,1,3
Litter Boxes,litter-boxes-26714,pets,Pets,Equipment & Accessories,Litter & Accessories,Litter Boxes,128,3
Litter Accessories,litter-accessories-26713,pets,Pets,Equipment & Accessories,Litter & Accessories,Litter Accessories,8,3
Recovery Collars,recovery-collars-26710,pets,Pets,Equipment & Accessories,First Aid,Recovery Collars,79,3
First Aid,first-aid-28787,pets,Pets,Equipment & Accessories,First Aid,First Aid,35,3
Medication Dispensers,medication-dispensers-26709,pets,Pets,Equipment & Accessories,First Aid,Medication Dispensers,27,3
Vitamins & Supplements,vitamins-and-supplements-26751,pets,Pets,Pet Care Supplies,Health & Wellness,Vitamins & Supplements,487,3
Breeding,breeding-29242,pets,Pets,Pet Care Supplies,Health & Wellness,Breeding,2,3
Flaps,flaps-26689,pets,Pets,Equipment & Accessories,Doors & Flaps,Flaps,49,3
Waste Disposal,waste-disposal-26741,pets,Pets,Pet Care Supplies,Cleaning & Odour Control,Waste Disposal,374,3
Pet Hair Removal,pet-hair-removal-26739,pets,Pets,Pet Care Supplies,Cleaning & Odour Control,Pet Hair Removal,279,3
Stain & Odour Removers,stain-odour-removers-26740,pets,Pets,Pet Care Supplies,Cleaning & Odour Control,Stain & Odour Removers,143,3
Waste Disposal,waste-disposal-26753,pets,Pets,Pet Care Supplies,Litter & Accessories,Waste Disposal,369,3
